unified_id,platform,show_id,original_title,original_year
UT00536,netflix,s7955,Scandal in Sorrento,1955
UT00537,netflix,s8507,The Sign of Venus,1955
UT00538,disney,s467,A Pre-Opening Report from Disneyland,1955
UT00539,disney,s490,Man in Space,1955
UT00540,disney,s506,The Story of the Animated Drawing,1955
UT00541,disney,s743,Bearly Asleep,1955
UT00542,disney,s746,Beezy Bear,1955
UT00543,disney,s808,"Davy Crockett, King of the Wild Frontier",1955
UT00544,disney,s1246,The African Lion,1955
UT00545,amazon,s53,Yellowneck,1955
UT00546,amazon,s322,To Catch a Thief,1955
UT00547,amazon,s727,The Bridges at Toko-Ri,1955
UT00548,amazon,s877,Strategic Air Command,1955
UT00549,amazon,s1750,Man With The Golden Arm,1955
UT00550,amazon,s2273,Guns Don't Argue,1955
UT00551,amazon,s5058,Guys and Dolls,1955
UT00549,amazon,s6109,The Man With The Golden Arm,1955
UT00552,netflix,s2370,Dark Waters,1956
UT00553,netflix,s6785,Forbidden Planet,1956
UT00554,disney,s240,Oklahoma!,1956
UT00555,disney,s807,Davy Crockett and the River Pirates,1956
UT00556,disney,s1186,Secrets of Life,1956
UT00557,disney,s1319,The Plausible Impossible (Disneyland: 1954-58),1956
UT00558,amazon,s709,The Court Jester,1956
UT00559,amazon,s2093,Invasion of the Body Snatchers,1956
UT00560,amazon,s2725,"Daniel Boone, Trail Blazer",1956
UT00561,amazon,s4475,Wetbacks,1956
UT00562,amazon,s4960,Aparajito,1956
UT00563,amazon,s5888,"Ed Wood's ""The Violent Years"" - An Exploitation Schlock Classic",1956
UT00564,amazon,s6392,Huk,1956
UT00565,amazon,s6971,Run For The Sun,1956
UT00566,amazon,s7201,Lucy's Really Lost Moments,1956
UT00567,amazon,s7735,"Hugh O'Brian in ""The Brass Legend"" - A Western Action Classic",1956
UT00568,amazon,s7766,"Barbara Stanwyck & Sterling Hayden in ""Crime of Passion"" - A Film Noir Classic",1956
UT00569,amazon,s8302,Kula Deivam,1956
UT00570,amazon,s8800,The Ambassador's Daughter,1956
UT00571,amazon,s8903,Finger of Guilt,1956
UT00572,amazon,s9152,Man from Del Rio,1956
UT00573,amazon,s9291,The Intruder,1956
UT00574,amazon,s9474,Warning From Space,1956
UT00575,disney,s491,Mars and Beyond,1957
UT00576,disney,s505,The Liberty Story,1957
UT00577,disney,s1109,Old Yeller,1957
UT00578,disney,s1120,Perri,1957
UT00579,amazon,s4903,Pal Joey,1957
UT00580,amazon,s5703,Monster From Green Hell,1957
UT00581,amazon,s7630,Fury At Sundown - John Derek & Nick Adams in a Classic Western,1957
UT00582,amazon,s7712,"Rory Calhoun in ""The Big Caper"" - A Bank Heist Film Noir Classic!",1957
UT00583,amazon,s9290,The Lady Doctor,1957
UT00584,netflix,s2369,Cairo Station,1958
UT00585,netflix,s6432,Cat on a Hot Tin Roof,1958
UT00586,netflix,s6854,Gigi,1958
UT00587,amazon,s813,Tarzan And The Trappers,1958
UT00588,amazon,s2155,I Bury the Living,1958
UT00589,amazon,s2178,House on Haunted Hill (in Color),1958
UT00590,amazon,s2772,Cowboy,1958
UT00591,amazon,s3589,The Missouri Traveler,1958
UT00592,amazon,s4368,"Power of the Resurrection - Christ's Crucifixion, Resurrection, & Ascension",1958
UT00593,amazon,s4387,I Beheld His Glory - Celebrating the inspiring events of Jesus' last days,1958
UT00594,amazon,s5452,South Sea Adventures - A Colorful Dramatized Travelogue Featuring the Pacific Islands,1958
UT00595,amazon,s6993,Thai Pirandhal Vazhi Pirakkum,1958
UT00596,amazon,s7713,"Robert Mitchum in ""Thunder Road"" - An Action Epic Loaded With Classic Cars!",1958
UT00597,amazon,s7750,"Eartha Kitt & Sammy Davis Jr. in ""Anna Lucasta"" - All Black Cast Classic!",1958
UT00598,amazon,s8033,Indiscreet (1958),1958
UT00599,amazon,s8768,The Proud Rebel,1958
UT00600,amazon,s9086,Terror in a Texas Town,1958
UT00601,amazon,s9195,Fort Massacre,1958
UT00602,netflix,s543,Ujala,1959
UT00603,disney,s271,Third Man on the Mountain,1959
UT00604,disney,s805,Darby O'Gill and the Little People,1959
UT00605,disney,s982,Journey to the Center of the Earth,1959
UT00606,disney,s1197,Sleeping Beauty,1959
UT00607,disney,s1337,The Shaggy Dog,1959
UT00608,amazon,s376,The Young Land,1959
UT00609,amazon,s5396,La mansión de los horrores,1959
UT00610,amazon,s5558,The Manster,1959
UT00611,amazon,s6330,House on Haunted Hill,1959
UT00612,amazon,s6626,The Bat,1959
UT00613,amazon,s7054,A Bucket Of Blood,1959
UT00614,amazon,s7295,The Wasp Woman,1959
UT00615,amazon,s7703,The Angry Red Planet - Original Version Of The Sci-Fi Classic!,1959
UT00616,amazon,s7714,"Robert Mitchum & Julie London in ""The Wonderful Country"" - A Technicolor Western Classic",1959
UT00617,amazon,s7886,Kalyana Parisu,1959
UT00618,amazon,s8011,Sahodari,1959
UT00619,amazon,s9102,Sign of the Gladiator,1959
UT00613,amazon,s9270,A Bucket of Blood,1959
UT00620,amazon,s9282,Totò Eva e il pennello proibito,1959
UT00621,amazon,s9499,La Cambiale,1959
UT00622,amazon,s9575,The Hound Of The Baskervilles (1959),1959
UT00623,netflix,s5221,Singapore,1960
UT00624,netflix,s6396,Butterfield 8,1960
UT00625,netflix,s7134,Jis Desh Men Ganga Behti Hai,1960
UT00626,netflix,s7638,Ocean's Eleven,1960
UT00627,disney,s986,Jungle Cat,1960
UT00628,disney,s1144,Pollyanna,1960
UT00629,disney,s1338,The Sign of Zorro,1960
UT00630,amazon,s285,Tormented,1960
UT00631,amazon,s762,The Angry Red Planet,1960
UT00632,amazon,s2407,G.I. Blues,1960
UT00633,amazon,s5926,Private Property - A Psycho-Sexual Thrill Ride,1960
UT00634,amazon,s6750,Deivapiravi,1960
UT00635,amazon,s7118,Esther and the King,1960
UT00636,amazon,s7689,Walking Target - A Crime Caper Classic From 1960,1960
UT00637,amazon,s7764,Beyond the Barrier - The Classic Sci-Fi Shocker!,1960
UT00638,amazon,s7968,"Joan Collins and Richard Egan in ""Esther and the King"" - A classical biblical epic!",1960
UT00639,amazon,s8257,The Boy And The Pirates - A Family Fun Fantasy In Color!,1960
UT00640,amazon,s9493,Messalina,1960
UT00641,netflix,s178,The Guns of Navarone,1961
UT00642,disney,s709,101 Dalmatians,1961
UT00643,disney,s738,Babes in Toyland,1961
UT00644,disney,s925,Greyfriars Bobby,1961
UT00645,disney,s1240,The Absent-Minded Professor,1961
UT00646,disney,s1317,The Parent Trap (1961),1961
UT00647,amazon,s582,The Ladies Man,1961
UT00648,amazon,s2639,Doctor Blood's Coffin,1961
UT00649,amazon,s2697,Deadly Companions,1961
UT00650,amazon,s3022,Blue Hawaii,1961
UT00651,amazon,s3266,Anatomy Of A Psycho,1961
UT00652,amazon,s6313,By Love Possessed,1961
UT00653,amazon,s6544,Night Tide,1961
UT00654,amazon,s7771,"Anatomy Of A Psycho - The Paranoia Schlock Classic, Uncut!",1961
UT00655,amazon,s7920,Konga,1961
UT00656,amazon,s9459,Dangerous Afternoon,1961
UT00657,netflix,s5401,Professor,1962
UT00658,netflix,s7333,Lolita,1962
UT00659,netflix,s7531,Mutiny on the Bounty,1962
UT00660,disney,s725,Almost Angels,1962
UT00661,disney,s1176,"Sammy, The Way-Out Seal",1962
UT00662,disney,s1321,The Prince and the Pauper,1962
UT00663,amazon,s2034,Jessica,1962
UT00664,amazon,s5464,Abhijan,1962
UT00665,amazon,s6566,Imperial Venus,1962
UT00666,amazon,s6596,Annai,1962
UT00667,amazon,s7719,Peeping Tom,1962
UT00668,amazon,s7955,Barrabas,1962
UT00669,amazon,s7984,Veerathirumagan,1962
UT00670,amazon,s8633,The Bloody Vampire,1962
UT00671,amazon,s9340,Deya Neya,1962
UT00672,amazon,s9461,Constantine And The Cross,1962
UT00673,amazon,s9504,I Motorizzati,1962
UT00674,netflix,s2374,Saladin,1963
UT00675,disney,s1290,The Incredible Journey,1963
UT00676,disney,s1420,Yellowstone Cubs,1963
UT00677,disney,s1438,The Sword in the Stone,1963
UT00678,amazon,s425,The Terror,1963
UT00679,amazon,s506,The Nutty Professor (1963),1963
UT00680,amazon,s1592,Mouse On The Moon,1963
UT00681,amazon,s1701,McLintock!,1963
UT00682,amazon,s2170,Hud,1963
UT00683,amazon,s2627,Donovan's Reef,1963
UT00684,amazon,s3750,The Amazing Mr. Blunden,1963
UT00685,amazon,s4388,I Basilischi,1963
UT00686,amazon,s4882,History of a Scoundrel,1963
UT00687,amazon,s5426,El Gran McLintock,1963
UT00688,amazon,s5944,John Wayne & Maureen O'Hara in McKlintock! - The Uncut Classic With Bonus Footage,1963
UT00689,amazon,s6098,Charade,1963
UT00690,amazon,s6307,Love Is A Ball,1963
UT00691,amazon,s6546,Naanum Oru Penn,1963
UT00692,amazon,s6818,Stolen Hours,1963
UT00693,amazon,s7017,Monstrosity,1963
UT00694,amazon,s7842,Paar Magaley Paar,1963
UT00695,amazon,s9327,Gli Onorevoli,1963
UT00696,netflix,s1127,My Fair Lady,1964
UT00697,netflix,s7933,Sangam,1964
UT00698,disney,s521,The Moon-Spinners,1964
UT00699,disney,s878,Emil and the Detectives,1964
UT00700,disney,s1065,Mary Poppins,1964
UT00701,amazon,s4519,DIARY OF A CHAMBERMAID,1964
UT00702,amazon,s4750,The Luck Of Ginger Coffey,1964
UT00703,amazon,s5199,Rajkumar,1964
UT00704,amazon,s6148,The Naked Kiss,1964
UT00705,amazon,s6310,Flight From Ashiya,1964
UT00706,amazon,s6999,Server Sundaram,1964
UT00707,amazon,s7010,Pachai Vilakku,1964
UT00708,amazon,s7116,Giants of Rome,1964
UT00709,amazon,s8929,Guerillas in Pink Lace,1964
UT00710,amazon,s9054,Topkapi,1964
UT00711,amazon,s9077,The Comedy of Terrors,1964
UT00712,amazon,s9240,Bullets Don't Argue,1964
UT00713,amazon,s9329,Games of Desire,1964
UT00714,netflix,s6620,Doctor Zhivago,1965
UT00715,netflix,s8250,The Cincinnati Kid,1965
UT00716,disney,s1239,That Darn Cat!,1965
UT00717,disney,s1340,The Sound of Music,1965
UT00718,disney,s1439,Those Calloways,1965
UT00719,amazon,s1411,Operation Atlantis,1965
UT00720,amazon,s4361,The Greatest Story Ever Told - An All-Star Cast In this Biblical Epic,1965
UT00721,amazon,s5711,Gamera: The Giant Monster,1965
UT00722,amazon,s6309,I'Ll Take Sweden,1965
UT00723,amazon,s6558,Kuzhandaiyum Deivamum,1965
UT00724,amazon,s6776,Kaakum Karangal,1965
UT00725,amazon,s7198,Panjavarnakili,1965
UT00726,amazon,s8017,Panam Padaithavan,1965
UT00727,amazon,s8460,The Sweet Sound of Death,1965
UT00728,netflix,s5392,Amrapali,1966
UT00729,disney,s854,Disneyland Around the Seasons (Walt Disney's Wonderful World of Color: 1961-69),1966
UT00730,disney,s1352,The Ugly Dachshund,1966
UT00731,amazon,s681,The Endless Summer,1966
UT00732,amazon,s1381,"Paradise, Hawaiian Style",1966
UT00733,amazon,s2748,Cul-De-Sac,1966
UT00734,amazon,s3028,Blood Bath (1966),1966
UT00735,amazon,s5719,Gamera vs. Barugon,1966
UT00736,amazon,s6539,Ramu,1966
UT00737,amazon,s6774,Major Chandrakanth,1966
UT00738,amazon,s7836,Sawan Ki Ghata,1966
UT00739,amazon,s9098,Starblack,1966
UT00740,amazon,s9324,Hawaii,1966
UT00741,netflix,s6359,Bonnie and Clyde,1967
UT00742,netflix,s6534,Cool Hand Luke,1967
UT00743,netflix,s8718,Westerplatte Resists,1967
UT00744,netflix,s8736,Who's That Knocking at My Door?,1967
UT00745,disney,s199,The Happiest Millionaire,1967
UT00746,disney,s1242,The Adventures of Bullwhip Griffin,1967
UT00747,amazon,s347,Thunder Alley (1967),1967
UT00748,amazon,s2589,"Easy Come, Easy Go",1967
UT00749,amazon,s3652,Barefoot In The Park,1967
UT00750,amazon,s3925,ARIZONA BUSHWACKERS,1967
UT00751,amazon,s4968,Red wine night,1967
UT00752,amazon,s5696,Chiriakhana,1967
UT00753,amazon,s5717,Gamera vs. Gyaos,1967
UT00754,amazon,s6564,In the Year 2889,1967
UT00755,amazon,s6597,An Evening in Paris,1967
UT00756,amazon,s7421,Bhakta Prahlada,1967
UT00757,amazon,s7737,Hell on Wheels,1967
UT00758,amazon,s7957,The Torture Chamber of Dr. Sadism,1967
UT00759,amazon,s8752,Antony Firingee,1967
UT00760,amazon,s8927,Haseena Maan Jaayegi,1967
UT00761,amazon,s9073,The Graduate,1967
UT00762,netflix,s6474,Chitty Chitty Bang Bang,1968
UT00763,netflix,s7660,Once Upon a Time in the West,1968
UT00764,netflix,s7895,Rosemary's Baby,1968
UT00765,disney,s1431,Blackbeard's Ghost,1968
UT00766,amazon,s505,The Odd Couple,1968
UT00767,amazon,s2225,Here We Go Round the Mulberry Bush,1968
UT00768,amazon,s3633,High Wild and Free,1968
UT00769,amazon,s4026,Funny Girl (4K UHD),1968
UT00770,amazon,s4863,Voyage to the Planet of Prehistoric Women,1968
UT00771,amazon,s4940,Mitzi (NBC 1968),1968
UT00772,amazon,s4956,Bandhan,1968
UT00773,amazon,s5518,Blue Demon: Death Night,1968
UT00774,amazon,s5715,Gamera vs. Viras,1968
UT00775,amazon,s6200,The Shooting,1968
UT00776,amazon,s6432,Mars Needs Women,1968
UT00777,amazon,s6471,We Still Kill the Old Way,1968
UT00778,amazon,s6759,Thunderbird 6,1968
UT00779,amazon,s6778,Harichandra,1968
UT00780,amazon,s6984,Uyarndha Manithan,1968
UT00781,amazon,s7880,The Diamond Arm,1968
UT00782,amazon,s8029,Kudiyirundha Koyil,1968
UT00783,amazon,s9579,Suicide Commandos,1968
UT00784,netflix,s5462,Prince,1969
UT00785,netflix,s8636,True Grit,1969
UT00786,disney,s524,"Hello, Dolly!",1969
UT00787,disney,s623,"My Dog, the Thief",1969
UT00788,disney,s1271,The Computer Wore Tennis Shoes,1969
UT00789,disney,s1305,The Love Bug (1969),1969
UT00790,amazon,s428,The Swap,1969
UT00791,amazon,s599,The Italian Job (1969),1969
UT00792,amazon,s999,Sinful Davey,1969
UT00793,amazon,s2692,Death Of A Black Panther: Fred Hampton,1969
UT00794,amazon,s3729,The Over-The-Hill Gang,1969
UT00795,amazon,s4906,Mitzi Gaynor (2nd Special 1969),1969
UT00785,amazon,s5313,True Grit,1969
UT00796,amazon,s5718,Gamera vs. Guiron,1969
UT00797,amazon,s6784,Annaiyum Pithavum,1969
UT00798,amazon,s7537,Some Kind of a Nut,1969
UT00799,amazon,s8618,Thunaivan,1969
UT00800,amazon,s9235,Butch Cassidy and the Sundance Kid (4K UHD),1969
UT00800,amazon,s9236,Butch Cassidy and the Sundance Kid,1969
UT00801,amazon,s9313,Nanak Dukhiya Sub Sansar,1969
UT00802,netflix,s2377,The Land,1970
UT00803,netflix,s8261,The Cruise,1970
UT00804,disney,s1249,The Aristocats,1970
UT00805,amazon,s147,Watermelon Man,1970
UT00806,amazon,s173,Voyage Into Space,1970
UT00807,amazon,s498,The Owl and the Pussycat,1970
UT00808,amazon,s499,The Over-The-Hill Gang Rides Again,1970
UT00809,amazon,s501,The Out of Towners,1970
UT00810,amazon,s562,The Liberation of L.B. Jones,1970
UT00811,amazon,s1616,Moonfire,1970
UT00812,amazon,s1844,Little Big Man,1970
UT00813,amazon,s1879,Leo The Last,1970
UT00814,amazon,s2848,Christine Jorgensen Story,1970
UT00815,amazon,s2899,Catch-22,1970
UT00816,amazon,s2937,C.C. & Company,1970
UT00817,amazon,s3316,Alley Cat,1970
UT00818,amazon,s3894,Cromwell,1970
UT00819,amazon,s4222,The McMasters,1970
UT00820,amazon,s5716,Gamera vs. Jiger,1970
UT00821,amazon,s6226,Love Story,1970
UT00822,amazon,s6259,Barquero,1970
UT00823,amazon,s6335,Eagles Attack at Dawn,1970
UT00824,amazon,s6758,Underground,1970
UT00825,amazon,s6967,Angels Die Hard!,1970
UT00826,amazon,s7463,Mr. Superinvisible,1970
UT00827,amazon,s8583,I Walk the Line,1970
UT00828,amazon,s9107,Scream and Scream Again,1970
UT00829,amazon,s9178,Interview,1970
UT00830,netflix,s5397,Lal Patthar,1971
UT00831,netflix,s5546,Elaan,1971
UT00832,netflix,s6032,A Clockwork Orange,1971
UT00833,netflix,s6747,Fiddler on the Roof,1971
UT00834,netflix,s8746,Willy Wonka & the Chocolate Factory,1971
UT00835,disney,s665,Hacksaw,1971
UT00836,disney,s1307,The Million Dollar Duck,1971
UT00837,disney,s1430,Bedknobs and Broomsticks,1971
UT00838,amazon,s1225,Racing Scene,1971
UT00839,amazon,s2249,Harold and Maude,1971
UT00840,amazon,s2795,"Congratulations, It's A Boy!",1971
UT00841,amazon,s2999,Born To Win,1971
UT00842,amazon,s3029,Blood and Lace,1971
UT00843,amazon,s3944,10 Rillington Place,1971
UT00844,amazon,s4485,Mrs Pollifax Spy,1971
UT00845,amazon,s4592,Dhonni Meye,1971
UT00846,amazon,s4951,Chhoti Bahu,1971
UT00847,amazon,s5714,Gamera vs. Zigra,1971
UT00848,amazon,s7124,Carnal Knowledge,1971
UT00849,amazon,s8832,Nicholas and Alexandra,1971
UT00850,amazon,s9065,The Organization,1971
UT00851,amazon,s9191,Gentlemen of Fortune,1971
UT00852,amazon,s9265,"Adios, Sabata",1971
UT00853,amazon,s9345,Cold Turkey,1971
UT00854,netflix,s717,FTA,1972
UT00855,netflix,s6255,Bawarchi,1972
UT00856,netflix,s7225,Koshish,1972
UT00857,netflix,s8128,Superfly,1972
UT00858,disney,s1201,Snowball Express,1972
UT00859,disney,s1256,The Biscuit Eater,1972
UT00860,disney,s1433,Justin Morgan had a Horse,1972
UT00861,amazon,s2262,Hannie Caulder,1972
UT00862,amazon,s2501,Fat City,1972
UT00863,amazon,s3169,Bad Company,1972
UT00864,amazon,s3972,Fist of Fury,1972
UT00865,amazon,s4789,Child's Play,1972
UT00866,amazon,s6878,The Loners,1972
UT00867,amazon,s7420,Black Gunn,1972
UT00868,amazon,s7701,The Glass House,1972
UT00869,amazon,s7770,Anuraag,1972
UT00870,amazon,s8078,The King of Marvin Gardens,1972
UT00871,amazon,s8180,The Discreet Charm of the Bourgeoisie,1972
UT00872,amazon,s8233,The Valachi Papers,1972
UT00873,amazon,s8355,Fritz the Cat,1972
UT00874,amazon,s8628,The People,1972
UT00875,amazon,s8641,"Superbug, Super Agent",1972
UT00876,amazon,s8922,"Life Is Tough, Eh Providence?",1972
UT00877,amazon,s9233,Calcutta 71,1972
UT00878,amazon,s9248,Blacula,1972
UT00879,amazon,s9264,Agathiyar,1972
UT00880,netflix,s2492,The School of Mischief,1973
UT00881,netflix,s5301,Khoon Khoon,1973
UT00882,netflix,s6351,Bobby,1973
UT00883,netflix,s6449,Charlotte's Web,1973
UT00884,netflix,s6497,Cleopatra Jones,1973
UT00885,netflix,s6702,Enter the Dragon,1973
UT00886,netflix,s7123,Jealousy and medicine,1973
UT00887,netflix,s7131,Jimi Hendrix,1973
UT00888,netflix,s7432,Mean Streets,1973
UT00889,netflix,s8793,Young Tiger,1973
UT00890,disney,s1169,Robin Hood,1973
UT00891,amazon,s705,The Creeping Flesh,1973
UT00892,amazon,s1437,Oklahoma Crude,1973
UT00893,amazon,s2381,Gatling Gun,1973
UT00894,amazon,s2955,Brothers O'Toole,1973
UT00895,amazon,s3154,Bang The Drum Slowly,1973
UT00896,amazon,s3938,40 Carats,1973
UT00897,amazon,s4936,"Mitzi Gaynor, The First Time",1973
UT00898,amazon,s5178,Paper Moon,1973
UT00899,amazon,s5297,Daag,1973
UT00900,amazon,s5404,Camino a Bali,1973
UT00901,amazon,s6082,Ram Joshi,1973
UT00902,amazon,s6288,Amar Shaheed Bhagat Singh,1973
UT00903,amazon,s7945,Lost Horizon,1973
UT00904,amazon,s8574,Steel Arena,1973
UT00905,amazon,s8723,Alabama's Ghost,1973
UT00906,amazon,s8795,Ashani Sanket,1973
UT00907,amazon,s9108,Scorpio,1973
UT00908,netflix,s5304,Manoranjan,1974
UT00909,netflix,s6112,Alice Doesn't Live Here Anymore,1974
UT00910,netflix,s7059,Immoral Tales,1974
UT00911,netflix,s7826,Rajnigandha,1974
UT00912,netflix,s8402,The Longest Yard,1974
UT00913,netflix,s8528,The Texas Chainsaw Massacre,1974
UT00914,disney,s261,Island at the Top of the World,1974
UT00915,disney,s939,Herbie Rides Again,1974
UT00916,disney,s1254,The Bears and I,1974
UT00917,disney,s1263,The Castaway Cowboy,1974
UT00918,amazon,s180,Visit to a Chief's Son,1974
UT00919,amazon,s354,Thomasine and Bushrod,1974
UT00920,amazon,s493,The Parallax View,1974
UT00921,amazon,s650,The Gambler,1974
UT00922,amazon,s1546,My Name Is Nobody,1974
UT00923,amazon,s3026,Blood On The Sun,1974
UT00924,amazon,s3100,Benji,1974
UT00925,amazon,s3690,Borsalino and Co.,1974
UT00926,amazon,s4104,Where The Red Fern Grows,1974
UT00927,amazon,s4233,Seven Alone,1974
UT00928,amazon,s4503,The Klansman,1974
UT00929,amazon,s4683,"Watch Out, We're Mad!",1974
UT00930,amazon,s4937,"Mitzi Gaynor, A Tribute to the American Housewife",1974
UT00931,amazon,s7223,Prem Nagar,1974
UT00932,amazon,s7265,The Destructors,1974
UT00933,amazon,s7971,For Pete's Sake,1974
UT00934,amazon,s7977,Young Frankenstein,1974
UT00935,amazon,s8175,The Three Musketeers (1974),1974
UT00936,amazon,s8288,Murder on the Orient Express,1974
UT00937,amazon,s9092,Sugar Hill,1974
UT00938,amazon,s9262,Amazing Grace (1974),1974
UT00939,netflix,s42,Jaws,1975
UT00940,netflix,s1818,Beirut Oh Beirut,1975
UT00941,netflix,s4218,Monty Python and the Holy Grail,1975
UT00942,netflix,s5550,Salaakhen,1975
UT00943,netflix,s6486,Chupke Chupke,1975
UT00944,netflix,s7008,Hotel Pacific,1975
UT00945,netflix,s8307,The Flying Guillotine,1975
UT00946,disney,s590,The Boy Who Talked to Badgers,1975
UT00947,disney,s881,Escape to Witch Mountain,1975
UT00948,disney,s1247,The Apple Dumpling Gang,1975
UT00949,disney,s1342,The Strongest Man in the World,1975
UT00950,amazon,s265,Trilogy of Terror,1975
UT00951,amazon,s395,The Wicker Man (1973),1975
UT00952,amazon,s711,The Count of Monte Cristo,1975
UT00953,amazon,s1278,Posse,1975
UT00954,amazon,s1646,Mitchell,1975
UT00955,amazon,s1748,Mandingo,1975
UT00956,amazon,s1961,Katherine,1975
UT00957,amazon,s2228,Hennessy,1975
UT00958,amazon,s2437,Four Deuces,1975
UT00959,amazon,s3741,The Hiding Place,1975
UT00960,amazon,s3931,Against A Crooked Sky,1975
UT00961,amazon,s4939,Mitzi Gaynor and 100 Guys,1975
UT00962,amazon,s6534,Satan's Triangle,1975
UT00963,amazon,s6706,The Legend of Lizzie Borden,1975
UT00964,amazon,s6761,The Chinese Caper,1975
UT00965,amazon,s7005,Rollerball (1975),1975
UT00966,amazon,s7586,Aaron Loves Angela,1975
UT00967,amazon,s7776,Winner Take All,1975
UT00968,amazon,s8049,Breakout (1975),1975
UT00969,amazon,s8248,The Legend of Valentino,1975
UT00970,amazon,s8488,The Assassination at Sarajevo,1975
UT00971,amazon,s8528,Thiruvarul,1975
UT00972,amazon,s8620,They Fought for Their Land,1975
UT00973,amazon,s8995,The Boss and the Worker,1975
